type,road_type,traffic_level,traffic_road_coverage,road_closure,road_category,road_subcategory,left_hand_traffic,coordinates,date,time,station
LINESTRING,,0.467999995,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,17:31:12,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,17:46:03,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,18:00:53,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,18:15:42,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,18:30:34,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,18:46:26,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,19:01:19,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,19:16:13,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,19:31:07,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,19:46:02,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,02:01:15,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,02:16:03,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,02:30:48,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,02:45:33,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,20:00:55,MER
LINESTRING,,0.708999991,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,20:15:48,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,20:30:38,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,20:46:30,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,21:01:23,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,21:16:27,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,21:31:31,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,21:46:33,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,22:01:30,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,22:16:28,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,03:01:17,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,03:16:01,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,03:30:45,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,03:45:31,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,04:01:15,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,04:16:00,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,04:30:44,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,04:46:29,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,05:01:13,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,05:15:57,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,05:30:41,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,05:46:25,MER
LINESTRING,,0.77700001,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,06:01:09,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,06:15:53,MER
LINESTRING,,0.708999991,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,06:30:37,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,06:46:21,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,07:01:06,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,07:15:50,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,07:30:33,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,07:46:24,MER
LINESTRING,,0.591000021,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,08:01:21,MER
LINESTRING,,0.600000024,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,08:16:08,MER
LINESTRING,,0.600000024,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,08:30:54,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,08:45:41,MER
LINESTRING,,0.56400001,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,09:01:27,MER
LINESTRING,,0.586000025,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,09:16:14,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,09:31:00,MER
LINESTRING,,0.731999993,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",07/04/2024,09:45:47,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,00:00:54,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,00:15:45,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,00:30:37,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,00:46:29,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,01:01:20,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,01:16:12,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,01:31:03,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,01:45:51,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,10:01:04,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,10:01:04,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,10:15:57,MER
LINESTRING,,0.699999988,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,10:30:45,MER
LINESTRING,,0.600000024,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,10:45:59,MER
LINESTRING,,0.509000003,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,11:15:31,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,11:31:14,MER
LINESTRING,,0.786000013,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,11:45:57,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,12:00:44,MER
LINESTRING,,0.623000026,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,12:16:29,MER
LINESTRING,,0.676999986,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,12:31:13,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,12:45:56,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,13:00:42,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,13:00:42,MER
LINESTRING,,0.523000002,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,13:16:25,MER
LINESTRING,,0.595000029,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,13:32:13,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,13:46:29,MER
LINESTRING,,0.768000007,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,14:01:13,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,14:15:57,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,14:30:40,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,14:46:23,MER
LINESTRING,,0.25,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,15:01:07,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,15:15:50,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,15:30:33,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,15:46:16,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,15:46:16,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,16:01:00,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,16:15:43,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,16:31:25,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,16:46:08,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,17:00:56,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,17:16:01,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,17:30:51,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,17:45:47,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,18:01:06,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,18:16:32,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,18:30:36,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,18:46:32,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,19:01:35,MER
LINESTRING,,0.763999999,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,19:31:20,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,19:46:07,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,19:46:07,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,02:01:16,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,02:16:11,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,02:31:04,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,02:31:04,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,02:45:49,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,20:00:53,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,20:15:40,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,20:31:28,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,20:45:47,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,21:16:09,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,21:30:53,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,21:45:37,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,22:00:30,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,22:16:16,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,22:31:09,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,22:45:53,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,23:00:37,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,23:16:12,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,23:31:20,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,23:46:24,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,03:00:34,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,03:16:24,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,03:31:09,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,03:45:54,MER
LINESTRING,,1,full,,primary,,,"[[19.424477059181264, -99.12001624703407], [19.42455041669, -99.12004306912422], [19.42469207256894, -99.12010878324509], [19.424737604815746, -99.12015169858932]]",01/05/2024,04:00:45,MER
